fields,field_count,source_unique_keys,target_unique_keys,shared_keys,deterministic_matches,ambiguous_matches,source_coverage,target_coverage,source_unique_rows,target_unique_rows,dataset,dataset_rows,direct_transaction_overlap
hours_since_previous_transaction + failed_payments_last_7d,2,2828,2828,2828,2814,14,0.995049504950495,0.995049504950495,2814,2814,economic_opportunities.csv,2904,2904
hours_since_previous_transaction + failed_payments_last_7d,2,2828,2828,2828,2814,14,0.995049504950495,0.995049504950495,2814,2814,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_transaction_success + failed_payments_last_7d,3,2828,2828,2828,2814,14,0.995049504950495,0.995049504950495,2814,2814,economic_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_failure_reason + failed_payments_last_7d,3,2828,2828,2828,2814,14,0.995049504950495,0.995049504950495,2814,2814,economic_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_transaction_success + failed_payments_last_7d,3,2828,2828,2828,2814,14,0.995049504950495,0.995049504950495,2814,2814,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_failure_reason + failed_payments_last_7d,3,2828,2828,2828,2814,14,0.995049504950495,0.995049504950495,2814,2814,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_transaction_success + previous_failure_reason + failed_payments_last_7d,4,2828,2828,2828,2814,14,0.995049504950495,0.995049504950495,2814,2814,economic_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_transaction_success + previous_failure_reason + failed_payments_last_7d,4,2828,2828,2828,2814,14,0.995049504950495,0.995049504950495,2814,2814,recovery_opportunities.csv,2904,2904
historical_success_count + historical_failure_count + hours_since_previous_transaction + avg_amount_last_7d,4,2902,2902,2813,2811,2,0.9686423156443832,0.9686423156443832,2900,2900,recovery_context.csv,2904,2904
historical_success_count + historical_success_rate + hours_since_previous_transaction + avg_amount_last_7d,4,2902,2902,2813,2811,2,0.9686423156443832,0.9686423156443832,2900,2900,recovery_context.csv,2904,2904
historical_transaction_count + historical_success_count + hours_since_previous_transaction,3,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + transactions_last_7d,3,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + successful_payments_last_7d,3,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + failed_payments_last_7d,3,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + failure_rate_last_7d,3,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_transaction_count + historical_success_count + hours_since_previous_transaction + previous_transaction_success,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_transaction_count + historical_success_count + hours_since_previous_transaction + previous_failure_reason,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_transaction_count + historical_success_count + hours_since_previous_transaction + transactions_last_7d,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_transaction_count + historical_success_count + hours_since_previous_transaction + successful_payments_last_7d,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_transaction_count + historical_success_count + hours_since_previous_transaction + failed_payments_last_7d,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_transaction_count + historical_success_count + hours_since_previous_transaction + failure_rate_last_7d,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + previous_transaction_success + transactions_last_7d,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + previous_transaction_success + successful_payments_last_7d,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + previous_transaction_success + failed_payments_last_7d,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + previous_transaction_success + failure_rate_last_7d,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + previous_failure_reason + transactions_last_7d,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + previous_failure_reason + successful_payments_last_7d,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + previous_failure_reason + failed_payments_last_7d,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + previous_failure_reason + failure_rate_last_7d,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + transactions_last_7d + successful_payments_last_7d,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + transactions_last_7d + failed_payments_last_7d,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + transactions_last_7d + failure_rate_last_7d,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + successful_payments_last_7d + failed_payments_last_7d,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + successful_payments_last_7d + failure_rate_last_7d,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + failed_payments_last_7d + failure_rate_last_7d,4,2878,2878,2830,2810,20,0.9763724808895066,0.9763724808895066,2858,2858,recovery_context.csv,2904,2904
customer_id + historical_success_rate,2,2854,2854,2854,2809,45,0.9842326559215137,0.9842326559215137,2809,2809,economic_opportunities.csv,2904,2904
customer_id + historical_success_rate,2,2854,2854,2854,2809,45,0.9842326559215137,0.9842326559215137,2809,2809,recovery_context.csv,2904,2904
customer_id + historical_success_rate,2,2854,2854,2854,2809,45,0.9842326559215137,0.9842326559215137,2809,2809,recovery_opportunities.csv,2904,2904
historical_success_count + hours_since_previous_transaction,2,2877,2877,2829,2808,21,0.9760166840458812,0.9760166840458812,2856,2856,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + previous_transaction_success,3,2877,2877,2829,2808,21,0.9760166840458812,0.9760166840458812,2856,2856,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + previous_failure_reason,3,2877,2877,2829,2808,21,0.9760166840458812,0.9760166840458812,2856,2856,recovery_context.csv,2904,2904
historical_success_count + hours_since_previous_transaction + previous_transaction_success + previous_failure_reason,4,2877,2877,2829,2808,21,0.9760166840458812,0.9760166840458812,2856,2856,recovery_context.csv,2904,2904
historical_failure_count + historical_success_rate + hours_since_previous_transaction + avg_amount_last_7d,4,2895,2895,2806,2803,3,0.9682210708117444,0.9682210708117444,2892,2892,recovery_context.csv,2904,2904
historical_success_rate + hours_since_previous_transaction + avg_amount_last_7d,3,2894,2894,2805,2801,4,0.9678645473393227,0.9678645473393227,2890,2890,recovery_context.csv,2904,2904
historical_transaction_count + historical_success_rate + hours_since_previous_transaction + avg_amount_last_7d,4,2894,2894,2805,2801,4,0.9678645473393227,0.9678645473393227,2890,2890,recovery_context.csv,2904,2904
historical_success_rate + hours_since_previous_transaction + previous_transaction_success + avg_amount_last_7d,4,2894,2894,2805,2801,4,0.9678645473393227,0.9678645473393227,2890,2890,recovery_context.csv,2904,2904
historical_success_rate + hours_since_previous_transaction + previous_failure_reason + avg_amount_last_7d,4,2894,2894,2805,2801,4,0.9678645473393227,0.9678645473393227,2890,2890,recovery_context.csv,2904,2904
historical_success_rate + hours_since_previous_transaction + transactions_last_7d + avg_amount_last_7d,4,2894,2894,2805,2801,4,0.9678645473393227,0.9678645473393227,2890,2890,recovery_context.csv,2904,2904
historical_success_rate + hours_since_previous_transaction + successful_payments_last_7d + avg_amount_last_7d,4,2894,2894,2805,2801,4,0.9678645473393227,0.9678645473393227,2890,2890,recovery_context.csv,2904,2904
historical_success_rate + hours_since_previous_transaction + failed_payments_last_7d + avg_amount_last_7d,4,2894,2894,2805,2801,4,0.9678645473393227,0.9678645473393227,2890,2890,recovery_context.csv,2904,2904
historical_success_rate + hours_since_previous_transaction + avg_amount_last_7d + failure_rate_last_7d,4,2894,2894,2805,2801,4,0.9678645473393227,0.9678645473393227,2890,2890,recovery_context.csv,2904,2904
historical_failure_count + avg_amount_last_7d,2,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_transaction_count + historical_failure_count + avg_amount_last_7d,3,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_failure_count + previous_transaction_success + avg_amount_last_7d,3,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_failure_count + previous_failure_reason + avg_amount_last_7d,3,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_failure_count + transactions_last_7d + avg_amount_last_7d,3,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_failure_count + successful_payments_last_7d + avg_amount_last_7d,3,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_failure_count + failed_payments_last_7d + avg_amount_last_7d,3,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_failure_count + avg_amount_last_7d + failure_rate_last_7d,3,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_transaction_count + historical_failure_count + previous_transaction_success + avg_amount_last_7d,4,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_transaction_count + historical_failure_count + previous_failure_reason + avg_amount_last_7d,4,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_transaction_count + historical_failure_count + transactions_last_7d + avg_amount_last_7d,4,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_transaction_count + historical_failure_count + successful_payments_last_7d + avg_amount_last_7d,4,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_transaction_count + historical_failure_count + failed_payments_last_7d + avg_amount_last_7d,4,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_transaction_count + historical_failure_count + avg_amount_last_7d + failure_rate_last_7d,4,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_failure_count + previous_transaction_success + previous_failure_reason + avg_amount_last_7d,4,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_failure_count + previous_transaction_success + transactions_last_7d + avg_amount_last_7d,4,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_failure_count + previous_transaction_success + successful_payments_last_7d + avg_amount_last_7d,4,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_failure_count + previous_transaction_success + failed_payments_last_7d + avg_amount_last_7d,4,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_failure_count + previous_transaction_success + avg_amount_last_7d + failure_rate_last_7d,4,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_failure_count + previous_failure_reason + transactions_last_7d + avg_amount_last_7d,4,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_failure_count + previous_failure_reason + successful_payments_last_7d + avg_amount_last_7d,4,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
historical_failure_count + previous_failure_reason + failed_payments_last_7d + avg_amount_last_7d,4,2849,2849,2807,2799,8,0.9824499824499825,0.9824499824499825,2841,2841,recovery_context.csv,2904,2904
